E_i,S_i
28680,25293
11423,25292
27988,25289
11138,25288
22597,25287
13653,25285
12662,25283
12087,25281
5480,25280
6104,25279
8359,25278
22612,25276
7155,25275
15856,25274
6773,25272
5114,25270
29532,25269
22138,25268
27654,25267
28877,25265
27640,25264
15327,25262
16031,25259
5217,25258
23763,25250
19115,25246
7752,25245
8876,25244
183,25242
24701,25240
20586,25238
9892,25237
4277,25236
24662,25235
10471,25234
26940,25232
2729,25228
16392,25226
9439,25225
10945,25223
2128,25222
721,25221
21715,25220
29755,25219
16913,25216
17306,25212
22678,25211
18441,25209
24764,25208
22603,25205
12482,25203
24566,25202
9238,25201
22638,25200
28438,25199
15628,25198
4941,25196
10932,25192
22119,25191
5246,25190
1056,25189
27830,25187
15464,25185
3724,25181
12776,25178
20094,25177
7598,25173
27395,25171
27283,25170
9650,25167
16710,25166
3408,25165
15533,25164
27489,25162
7986,25161
1600,25160
12499,25159
11401,25157
4655,25156
21265,25154
8007,25152
745,25151
10276,25149
11232,25148
27257,25147
6603,25144
8895,25139
18939,25137
22816,25136
28540,25134
19370,25131
4657,25128
24667,25126
2487,25124
19541,25123
15652,25122
18348,25120
4283,25119
18460,25117
27344,25113
27035,25111
17048,25107
18277,25105
24050,25104
18816,25101
991,25100
2836,25098
23145,25097
3362,25095
23205,25092
4125,25091
8426,25087
5421,25079
7878,25078
20645,25077
25203,25074
9006,25072
14319,25070
7713,25064
20740,25061
15547,25060
27493,25059
18055,25057
4497,25054
19851,25053
6565,25049
2366,25047
20489,25044
9564,25043
21318,25042
16790,25041
26862,25040
3478,25039
1920,25038
11223,25036
23104,25035
1028,25031
5484,25029
8760,25028
16414,25025
467,25024
6989,25019
15995,25018
26208,25015
15777,25014
11733,25013
27543,25009
16180,25006
15725,25005
25701,24998
4519,24997
29189,24996
24199,24995
28078,24994
22158,24993
25156,24992
25091,24991
28661,24990
14972,24989
3861,24987
17210,24982
13383,24979
8860,24978
19074,24977
7303,24976
13269,24974
26037,24973
28753,24972
2933,24971
3667,24970
28644,24969
24241,24968
23115,24967
3487,24966
14895,24964
15274,24963
14017,24962
8955,24961
9279,24960
13579,24953
6609,24951
4233,24947
367,24946
23308,24945
28220,24943
12981,24939
3856,24938
22844,24931
27363,24928
21057,24924
13206,24922
10523,24920
809,24919
13483,24918
12818,24917
20030,24916
19428,24914
4243,24913
6400,24911
29559,24909
12258,24908
8232,24907
5334,24903
19483,24902
6456,24899
15618,24897
28376,24895
3107,24893
13053,24891
3270,24889
16965,24888
11110,24885
5231,24884
4129,24880
9374,24877
4635,24876
12733,24875
21215,24874
3871,24873
29357,24871
15785,24870
356,24867
27275,24865
18433,24864
13563,24863
21107,24862
11616,24861
19027,24858
2928,24857
26412,24855
24367,24854
15271,24853
16897,24852
12167,24850
13650,24849
2966,24848
24938,24847
20297,24840
25136,24838
24732,24835
25812,24834
3551,24832
447,24831
29006,24826
2751,24825
7471,24822
12889,24821
22850,24818
12531,24817
19742,24813
27802,24812
28795,24810
22012,24809
21930,24808
24234,24802
5418,24800
1863,24798
9285,24790
25326,24787
22788,24784
16926,24783
7987,24780
21908,24777
5556,24776
1515,24774
17292,24773
14278,24765
23525,24764
27726,24763
21512,24762
22452,24761
20455,24760
2110,24758
4260,24752
9317,24751
7158,24749
16842,24745
13835,24743
23320,24741
21434,24740
11533,24739
3857,24738
4950,24736
18142,24735
17658,24734
13058,24733
6310,24727
29994,24725
21512,24723
16892,24719
4702,24717
1927,24715
4954,24714
4060,24712
9861,24706
22385,24701
3960,24700
5208,24699
2728,24696
22971,24695
22454,24692
6453,24690
11533,24688
2772,24687
9303,24683
15502,24682
3743,24679
28293,24673
26562,24672
18198,24671
14835,24664
13298,24663
10965,24661
16930,24660
11480,24657
6391,24656
15265,24655
22417,24654
3981,24653
10128,24652
28519,24646
11708,24645
134,24643
23591,24641
24904,24639
13189,24638
5053,24637
16815,24634
25577,24632
8874,24628
2707,24627
15568,24626
22565,24620
4968,24618
20343,24617
7795,24616
6328,24612
25902,24611
17124,24606
21385,24605
12141,24604
4857,24603
8127,24600
22397,24598
7731,24597
15091,24595
12429,24593
15172,24592
16274,24591
19208,24590
3681,24584
8854,24580
20382,24576
25296,24570
3295,24569
19055,24568
10051,24567
27861,24563
4662,24562
10535,24560
7962,24557
8790,24553
6087,24552
20761,24551
20466,24549
984,24547
9301,24546
10238,24544
4080,24541
8112,24540
28153,24537
15741,24536
27961,24534
20938,24532
3284,24529
776,24517
8901,24516
25282,24515
9404,24514
20061,24511
18562,24510
10596,24509
8049,24505
6192,24499
5335,24498
14078,24494
1105,24490
313,24487
29426,24486
830,24484
19829,24483
19062,24480
25534,24479
1469,24478
14809,24476
11780,24474
4804,24473
16386,24468
1020,24467
9563,24466
18366,24465
16925,24464
309,24462
22722,24461
22274,24458
15283,24456
27260,24455
28462,24454
6094,24453
16439,24452
29831,24451
21542,24450
20348,24447
12684,24446
10581,24444
23707,24443
29802,24442
24645,24440
17371,24438
24973,24436
10923,24433
19708,24431
18378,24427
18391,24426
25814,24423
3650,24422
19894,24421
17617,24420
6283,24416
6683,24414
5762,24413
14816,24412
21180,24411
9611,24408
8909,24406
11494,24404
8610,24403
7955,24401
22310,24400
16897,24399
17025,24397
22334,24394
5427,24393
2334,24392
28128,24389
18400,24387
4797,24382
13098,24380
10254,24378
28634,24377
23289,24376
20643,24375
19175,24371
734,24370
29377,24369
6121,24368
21526,24366
27131,24362
6654,24361
6878,24360
2248,24355
26214,24353
3404,24351
925,24350
22204,24349
29776,24348
25917,24346
2410,24345
23783,24344
13940,24342
18148,24338
3197,24330
5052,24329
25609,24326
29878,24323
13202,24318
6983,24314
16702,24313
23896,24306
28591,24302
27184,24300
19152,24299
21319,24297
20149,24296
16628,24291
17083,24290
25923,24289
18264,24287
17016,24285
4880,24284
24578,24282
23199,24281
19926,24280
1086,24279
9974,24275
14933,24274
8486,24273
22328,24272
1122,24270
22381,24268
9156,24266
12598,24260
10996,24253
19600,24252
13067,24251
18286,24249
15665,24247
22980,24244
25293,24243
28802,24242
12542,24241
29684,24239
12978,24238
5411,24237
28434,24236
17545,24231
12367,24230
28132,24226
6668,24225
2676,24224
12119,24223
28192,24221
22399,24220
26895,24219
28759,24218
3423,24213
15244,24211
23177,24209
9536,24207
26427,24206
21296,24203
27198,24202
536,24199
20384,24198
25880,24194
24789,24192
23893,24187
3013,24186
10135,24185
26445,24181
13521,24177
14722,24171
27325,24170
1638,24168
1532,24163
27560,24157
27058,24155
2130,24147
15436,24145
2807,24142
22763,24141
20388,24139
19667,24137
28555,24135
21360,24134
839,24132
14952,24131
26686,24129
22069,24128
17454,24127
17240,24125
9733,24124
1018,24119
23331,24117
21398,24116
15638,24114
6456,24112
28021,24109
4747,24108
22211,24106
19598,24104
28839,24100
11545,24097
2516,24096
24029,24095
23931,24094
20141,24093
5295,24091
11074,24088
3011,24087
20410,24085
3137,24084
26614,24081
10654,24080
7381,24077
18406,24074
29823,24072
7251,24070
3143,24069
17496,24068
7761,24066
15184,24062
29005,24060
9939,24056
9951,24054
18278,24052
4150,24050
20968,24048
28776,24045
13287,24044
25598,24037
20449,24036
12298,24031
6906,24027
24354,24023
22543,24021
24265,24018
2891,24016
1049,24015
16646,24013
3586,24012
18992,24011
25624,24006
27310,24005
2215,24003
19837,23999
24467,23998
7152,23996
374,23994
26328,23991
27199,23988
28609,23981
11558,23980
18690,23979
25621,23977
20021,23975
401,23973
15530,23971
22771,23970
6226,23969
1147,23964
16588,23961
25049,23960
27292,23958
16548,23957
24602,23956
17071,23955
26830,23954
23144,23946
3063,23945
14150,23944
4338,23942
16226,23941
4693,23940
3102,23938
186,23937
26174,23935
25344,23933
19927,23932
22830,23931
4675,23930
27886,23928
21933,23925
27765,23920
8859,23919
29875,23915
11657,23913
20582,23911
23931,23908
12959,23907
14435,23905
6160,23904
13331,23903
21004,23900
27219,23898
7827,23896
18307,23894
11273,23891
21920,23890
20016,23889
396,23886
13923,23884
12900,23883
2533,23880
20237,23879
11262,23878
20531,23875
3448,23873
28754,23872
1434,23871
26842,23869
26069,23868
8811,23865
8452,23864
21059,23863
28227,23862
12259,23861
26652,23860
18143,23858
8662,23855
4761,23854
28817,23853
17874,23851
21487,23850
9257,23848
5385,23846
3372,23845
23510,23840
1666,23838
16741,23837
29271,23835
6949,23833
6987,23830
17606,23828
226,23826
15699,23825
10582,23824
9846,23819
29539,23818
29249,23817
18923,23815
4770,23814
16414,23813
8817,23811
4755,23809
29333,23808
21711,23807
20126,23806
1224,23804
17814,23803
29662,23802
26495,23801
16781,23800
513,23799
29030,23797
20352,23795
24580,23794
28158,23787
8891,23786
24217,23784
9857,23780
26035,23778
23247,23776
9704,23775
1852,23770
29206,23768
9114,23766
26893,23761
17859,23759
12534,23758
17043,23754
11163,23753
12277,23752
13786,23751
22577,23750
13387,23749
11081,23748
20631,23744
22063,23743
5963,23741
23044,23739
7917,23734
14386,23731
19708,23728
16365,23727
29427,23726
1067,23725
17368,23724
19204,23723
10219,23722
4522,23721
21567,23720
22375,23717
26170,23716
27434,23715
3146,23714
11706,23711
13178,23709
28405,23708
29691,23707
22667,23706
27817,23705
11602,23703
11055,23699
15792,23697
1290,23694
26758,23693
21994,23691
20095,23690
19446,23689
20015,23687
21927,23684
24590,23683
17036,23680
17058,23678
22258,23673
15645,23671
13070,23669
7587,23664
9777,23662
15742,23659
11404,23657
10436,23656
10430,23655
5599,23654
12526,23652
11995,23651
29896,23647
10433,23646
2262,23645
23101,23644
12711,23638
13231,23635
12426,23634
22258,23633
22059,23631
28368,23630
11327,23627
29536,23624
21655,23623
22998,23622
27071,23621
27451,23620
22047,23619
11849,23618
20471,23616
28161,23613
26915,23610
3996,23606
20945,23605
27507,23604
27188,23602
21960,23596
1466,23593
29063,23586
23934,23585
26738,23582
20527,23581
9962,23579
25220,23575
12193,23574
20875,23572
16132,23571
2403,23570
16657,23569
26533,23564
7622,23563
4695,23559
22704,23555
4264,23554
6430,23550
15033,23546
17519,23545
5495,23542
10709,23541
25332,23540
8326,23535
26400,23532
28143,23529
1962,23527
12634,23526
18960,23524
6923,23522
12989,23520
5798,23519
1016,23515
478,23512
8368,23511
8488,23510
897,23508
13773,23503
15637,23502
192,23501
28898,23500
12381,23495
29911,23494
14227,23492
15095,23491
27,23489
15151,23488
14856,23487
13602,23486
21147,23484
21795,23483
2383,23478
18768,23477
3693,23475
7278,23470
871,23467
6852,23466
10061,23465
3471,23462
12949,23461
20259,23459
8769,23457
9540,23456
16719,23455
1337,23453
10904,23452
5557,23451
13011,23446
8068,23444
2706,23443
2098,23442
9438,23439
14024,23438
4100,23435
27047,23432
23843,23431
22458,23430
26881,23428
1212,23427
14932,23426
21098,23425
5024,23422
7004,23421
4466,23420
11303,23418
20658,23414
24338,23410
26988,23409
29705,23408
4073,23405
8793,23403
27204,23401
26354,23400
3193,23397
6012,23390
21926,23389
22273,23388
21881,23386
13832,23385
1208,23381
14430,23380
10471,23379
18831,23378
5908,23377
26213,23372
21866,23371
11998,23368
23998,23367
2934,23366
7645,23365
20410,23363
12811,23359
10535,23355
20725,23354
234,23346
8073,23344
12386,23342
3323,23340
15769,23331
13892,23329
16829,23326
12176,23323
5030,23321
17631,23315
9944,23313
18080,23311
6594,23310
17948,23309
6923,23304
13702,23302
6269,23299
11123,23297
27606,23296
1643,23295
14783,23294
13212,23290
12162,23289
20088,23287
1268,23285
19878,23284
18773,23281
921,23280
21011,23278
1639,23271
23427,23268
11532,23267
12152,23265
20974,23264
13636,23263
18656,23260
26664,23257
24187,23253
20826,23250
8584,23249
29683,23244
883,23237
15436,23236
19601,23235
2070,23232
11326,23231
14171,23230
14150,23228
4164,23226
13743,23223
7046,23222
6503,23221
27650,23217
26166,23215
22016,23214
12821,23213
22392,23210
14217,23207
24153,23201
824,23200
1519,23199
11527,23198
26429,23197
3537,23194
4110,23192
25938,23189
18728,23188
15434,23187
23938,23186
23299,23184
14333,23181
19814,23178
13105,23177
23835,23176
7862,23174
9871,23170
23783,23169
15325,23168
10457,23167
27299,23166
17149,23160
7509,23152
10616,23150
16550,23144
1468,23142
22806,23140
25472,23135
13835,23133
18635,23131
25673,23128
16564,23127
21503,23125
10912,23123
5496,23122
23931,23120
9388,23117
13798,23116
253,23108
29491,23107
25331,23104
27383,23101
2535,23100
25053,23099
24731,23096
5278,23092
13633,23090
11080,23089
15703,23088
7691,23087
28542,23086
25463,23082
23717,23081
3900,23080
12668,23079
20208,23077
2353,23075
27488,23073
691,23072
13470,23069
18483,23067
26926,23065
12980,23062
16747,23061
2184,23059
15189,23058
23905,23056
20090,23055
12298,23054
2035,23053
12793,23052
1078,23051
16820,23049
13701,23048
8678,23047
14569,23046
15743,23045
7515,23043
20798,23042
15893,23039
23927,23037
25532,23033
12245,23027
5821,23026
17250,23022
3519,23018
28124,23017
7365,23016
28721,23015
9651,23014
14964,23013
23247,23011
4871,23006
16579,23003
24093,23002
29893,23001
15833,22998
29243,22997
24878,22996
14271,22995
5639,22994
7993,22993
13423,22990
23313,22989
27361,22988
12074,22986
14590,22983
17101,22980
12742,22978
9785,22977
16098,22976
18029,22975
13702,22972
20764,22971
7648,22970
27365,22969
14081,22968
1421,22966
25137,22965
23744,22960
23606,22957
22289,22956
29048,22953
7310,22949
28344,22948
26654,22945
11634,22944
9645,22942
2925,22940
7078,22937
21945,22936
15582,22933
21447,22931
26680,22929
399,22928
4519,22927
14904,22926
15066,22925
10905,22924
5479,22922
29073,22921
22393,22919
2643,22918
17424,22917
15698,22916
7918,22915
25987,22914
10682,22910
6119,22908
15548,22906
20711,22902
9698,22900
28928,22899
3075,22898
6943,22895
29645,22894
29724,22893
28039,22891
9630,22890
14920,22889
27342,22887
3679,22885
4456,22883
4115,22882
17273,22881
29294,22878
15912,22877
525,22874
9673,22872
29240,22870
285,22868
27472,22864
20657,22854
10775,22853
24513,22850
25286,22849
2393,22847
7361,22846
20198,22844
12261,22843
29779,22837
25138,22836
1005,22835
28445,22832
20759,22829
5406,22828
5221,22827
27573,22825
9518,22824
6139,22822
1664,22821
26767,22820
8868,22813
22874,22807
106,22805
5596,22801
13259,22796
25883,22794
19847,22793
24929,22792
29882,22791
26934,22790
1909,22789
17577,22788
16268,22783
18242,22782
14401,22781
13448,22778
22686,22777
11920,22770
13020,22769
23801,22767
29784,22764
14127,22763
16294,22762
17192,22760
21118,22758
11573,22755
14385,22754
4817,22753
17720,22752
21079,22751
27634,22750
27958,22749
27507,22747
8190,22746
27576,22745
18032,22743
19504,22739
19100,22738
26980,22737
16848,22735
18703,22732
6911,22731
7785,22726
15695,22725
7297,22723
22293,22720
1807,22719
15971,22718
28927,22713
29842,22711
25574,22705
12812,22703
9534,22701
11005,22699
14242,22697
15377,22694
25048,22691
7834,22688
22823,22685
20285,22684
21819,22683
7376,22682
2408,22678
13418,22677
7300,22676
4859,22675
14945,22674
3052,22670
28203,22668
23654,22667
25612,22664
5855,22663
27167,22662
17317,22661
6767,22660
11845,22655
5860,22653
11076,22652
2882,22649
1766,22648
26,22647
24964,22640
4747,22636
22377,22635
28288,22633
4895,22632
28988,22630
17686,22629
2027,22628
9630,22626
14634,22625
14101,22624
4261,22623
10128,22621
9298,22618
1845,22617
20606,22615
519,22613
20627,22612
28858,22611
2595,22608
4875,22607
17245,22606
22078,22605
17887,22602
2504,22598
17622,22592
6422,22590
29584,22589
7471,22588
9183,22587
18254,22585
15776,22578
9743,22577
19554,22575
29442,22574
2654,22570
5069,22569
10615,22566
8615,22565
18235,22564
5685,22561
7445,22559
9224,22557
9290,22555
7401,22554
7838,22553
12039,22549
13088,22547
5273,22546
19108,22545
26588,22544
3138,22542
27859,22541
5889,22540
22163,22536
14899,22535
24981,22534
18785,22532
9814,22530
5014,22525
240,22524
16978,22522
19260,22521
12267,22516
18552,22514
27482,22510
8401,22508
10368,22506
2650,22505
4576,22503
6608,22500
17661,22499
5819,22496
29848,22493
4287,22492
26569,22490
24101,22487
347,22485
22718,22484
23834,22482
5519,22477
3554,22475
12139,22473
3352,22472
11522,22471
18498,22469
11090,22461
19835,22459
24145,22458
13814,22455
24179,22452
24887,22448
18754,22446
22478,22445
26726,22444
20072,22443
28124,22441
8933,22434
25620,22432
200,22430
9570,22427
17700,22426
3464,22424
14868,22423
18015,22421
29886,22415
25197,22411
7399,22410
13005,22409
3854,22408
24818,22406
2975,22404
4483,22403
12923,22402
19566,22401
29931,22398
9683,22397
15672,22396
29469,22389
22633,22388
1607,22386
16652,22381
14255,22380
9888,22379
10736,22377
27920,22376
2088,22375
3246,22373
27431,22366
13349,22364
8941,22363
20178,22362
23396,22361
1347,22359
18825,22358
22668,22356
2375,22353
21013,22348
11452,22345
12091,22342
27408,22337
18911,22336
24999,22335
20850,22331
9045,22326
21024,22323
7837,22322
8610,22318
15788,22316
23798,22315
29776,22312
3193,22311
24067,22310
8815,22309
11428,22307
2489,22306
29120,22305
25131,22304
16160,22303
12358,22300
3005,22299
13687,22298
5827,22295
24197,22291
19530,22287
15402,22284
17669,22283
10220,22279
26244,22278
11170,22273
29029,22271
11908,22269
7202,22267
22270,22263
793,22262
13904,22261
4908,22256
29911,22254
26998,22253
7090,22250
6473,22248
19082,22247
28433,22242
29274,22238
15621,22237
3483,22235
1072,22233
12102,22230
4934,22229
3997,22224
7321,22223
4467,22222
26424,22219
20304,22217
9721,22216
26706,22215
23408,22214
23889,22212
6269,22210
21890,22209
26401,22207
3530,22205
27857,22204
26752,22199
1254,22198
3432,22194
26573,22193
5766,22192
3938,22191
22271,22190
1412,22189
28146,22187
13436,22186
10736,22185
21676,22184
9371,22183
18643,22182
28734,22180
2237,22179
3980,22178
10039,22175
26345,22173
3067,22172
27071,22170
4547,22169
14650,22168
5290,22166
378,22165
13127,22164
27837,22163
22889,22162
29439,22158
5466,22156
3287,22151
21696,22149
6381,22147
22280,22146
14645,22145
20358,22142
10918,22141
4048,22139
201,22138
16066,22137
26723,22136
17050,22133
5054,22132
29943,22131
21838,22130
29711,22129
24323,22127
8781,22124
8728,22122
22653,22121
5906,22120
14163,22119
14993,22117
2598,22114
14428,22113
17511,22112
20372,22110
28710,22107
26919,22106
20195,22105
28743,22101
3536,22098
24740,22096
21985,22093
23925,22089
24366,22088
23196,22085
14214,22084
20310,22083
28170,22082
674,22081
18146,22080
5230,22076
9290,22074
677,22073
19335,22069
25821,22067
13460,22066
15533,22065
20387,22064
197,22062
22110,22059
19662,22058
18498,22055
28953,22054
20268,22053
5848,22051
18254,22049
20444,22047
19105,22045
20778,22044
12734,22043
21467,22042
10142,22041
28790,22037
27512,22035
13852,22028
8452,22025
6326,22021
3863,22020
4574,22019
12842,22016
7108,22014
28831,22013
4021,22009
9178,22008
10327,22007
5827,22005
29367,22004
13858,22003
21531,22002
3967,22000
21162,21999
2800,21998
16360,21996
28232,21994
24655,21993
22046,21986
18389,21984
12711,21981
26397,21979
25675,21976
29228,21975
17077,21974
17366,21971
2824,21970
13387,21969
20916,21968
12816,21967
21015,21965
28920,21964
15441,21963
21386,21961
20757,21960
319,21959
16586,21958
3006,21957
4031,21956
11566,21955
5555,21953
9335,21952
11618,21951
24939,21949
16010,21948
8695,21946
1597,21945
3115,21940
18084,21937
19655,21932
5376,21931
2120,21930
13862,21929
1991,21926
20926,21923
29945,21922
23999,21920
11700,21916
13078,21914
8936,21912
11469,21911
29557,21910
9171,21909
4224,21908
17747,21906
23871,21903
1086,21901
10092,21898
21885,21897
16220,21895
6791,21893
23546,21892
1942,21888
26753,21884
801,21883
25511,21878
6548,21877
28730,21876
25792,21875
27224,21874
15910,21873
25297,21872
20381,21869
3557,21867
4230,21866
26759,21865
23842,21864
884,21863
11728,21862
20187,21861
21369,21860
6964,21859
25972,21858
28114,21857
24264,21850
16065,21846
11243,21843
15895,21838
7586,21837
21777,21835
2174,21833
11811,21832
23389,21830
25998,21828
27656,21827
11130,21826
8435,21825
4249,21824
13152,21821
7014,21814
1146,21813
11222,21812
28029,21809
5862,21806
1158,21803
2780,21802
12620,21801
20394,21799
28561,21798
6940,21797
8633,21796
14764,21792
15026,21790
13083,21789
27549,21788
633,21785
17481,21780
24104,21777
28364,21775
26235,21774
19679,21772
19848,21768
14157,21767
23203,21764
14651,21762
29116,21761
13166,21759
16480,21758
21080,21754
11455,21752
9180,21751
18641,21750
13503,21749
27420,21748
22629,21746
10830,21745
6648,21744
3930,21743
28890,21736
11344,21734
20322,21733
15978,21732
11277,21731
17011,21729
25891,21728
15423,21725
15163,21723
17844,21722
18175,21721
25063,21718
2000,21713
20957,21712
4797,21709
21400,21707
20421,21704
4381,21699
26670,21698
29122,21697
8356,21696
24440,21694
697,21693
11429,21690
27980,21688
18280,21687
23859,21682
23106,21681
25458,21680
15529,21679
7008,21678
22116,21677
1816,21674
16625,21668
1517,21667
28578,21666
15356,21662
16697,21659
20793,21657
28425,21654
14265,21653
11018,21651
2934,21650
20307,21649
21023,21647
24966,21645
22197,21644
5021,21643
4894,21642
13477,21641
27028,21640
13505,21639
2283,21636
21188,21633
4244,21628
19233,21627
2899,21622
8087,21615
11073,21612
27939,21610
11367,21608
3487,21606
26571,21602
22401,21600
1976,21597
3944,21595
4431,21593
4517,21592
9868,21591
22240,21588
25764,21583
27562,21582
25838,21578
1773,21572
13913,21569
17819,21567
12994,21565
14606,21564
10455,21561
19247,21558
25927,21554
349,21553
14670,21548
6959,21547
25469,21545
6130,21544
20431,21543
27484,21542
24382,21537
21799,21536
22710,21534
12617,21533
25214,21532
21546,21529
19682,21528
21998,21526
27318,21525
20048,21524
6607,21521
9310,21520
1085,21519
12037,21516
18278,21515
6453,21514
2553,21513
2214,21509
27379,21506
3086,21504
27122,21503
6161,21498
23708,21496
9303,21495
5595,21494
29506,21493
11426,21491
15696,21486
26215,21484
246,21481
3082,21480
5918,21478
19952,21477
21985,21476
29404,21475
36,21469
2789,21468
6002,21466
14317,21463
22925,21462
13795,21461
27835,21457
29984,21453
19665,21452
15493,21451
26110,21449
24592,21448
11762,21447
11891,21446
28281,21445
15371,21441
5274,21439
5792,21438
1325,21435
4,21433
11074,21432
8657,21431
29890,21429
20547,21428
12086,21427
29163,21425
941,21423
6137,21422
5980,21421
23169,21417
28057,21407
29990,21405
1614,21404
7275,21401
26900,21399
24871,21395
26996,21394
10187,21392
14215,21390
23632,21389
6763,21388
9530,21385
15921,21384
13548,21382
7345,21381
22540,21380
23722,21378
21192,21376
9568,21375
21587,21374
2286,21373
8856,21372
26378,21369
18293,21368
14630,21365
5692,21364
29218,21362
28403,21361
15803,21359
12750,21358
11200,21352
20943,21351
6071,21349
19207,21348
14922,21347
11170,21346
10819,21340
28942,21339
20293,21338
9641,21336
17171,21333
20828,21331
23278,21330
7609,21329
1189,21328
5111,21326
25848,21322
7065,21321
4961,21320
27502,21318
22792,21317
4990,21313
21808,21311
9016,21310
27743,21308
6267,21306
7345,21305
25150,21301
22381,21299
8591,21296
16371,21295
2704,21293
16156,21292
27859,21290
5403,21288
6191,21285
25554,21281
15110,21278
14780,21274
22747,21272
27715,21271
2310,21270
29554,21268
25944,21267
17479,21266
6313,21265
4309,21264
15493,21262
9809,21260
981,21259
24093,21258
26508,21257
15695,21256
11275,21255
29051,21254
16779,21253
17408,21252
17273,21250
9821,21246
4021,21244
6060,21241
9253,21240
26510,21239
4732,21238
26155,21237
25236,21235
11397,21232
6480,21231
28413,21230
29044,21229
8337,21228
3176,21226
15207,21225
22325,21224
20562,21223
26474,21221
9212,21219
19303,21216
15528,21215
25531,21212
4880,21211
16958,21209
16718,21207
9082,21205
16115,21199
19471,21198
23149,21197
24059,21196
268,21194
10987,21193
28228,21191
27216,21188
9698,21187
5538,21182
14978,21180
3356,21179
29874,21178
2764,21177
7007,21176
9004,21174
11205,21172
13843,21171
8737,21170
15140,21167
27943,21165
7052,21164
16235,21163
15926,21160
16891,21158
13996,21156
15243,21154
4824,21153
28164,21152
17421,21151
3927,21149
25398,21148
10067,21139
29246,21138
2034,21137
20715,21135
9203,21134
28879,21132
27113,21131
4434,21130
6846,21129
2372,21128
14877,21127
19848,21125
25694,21123
21970,21119
28083,21118
19974,21117
9146,21112
12853,21108
14232,21106
9515,21104
23018,21099
29959,21098
12930,21095
13658,21091
24927,21088
14358,21086
5005,21085
6167,21080
16928,21079
2473,21077
1697,21076
2366,21073
27227,21071
17221,21070
26469,21068
4623,21067
4446,21065
5359,21062
4553,21058
150,21056
16535,21054
8364,21052
8880,21051
14400,21049
23178,21043
16757,21042
8222,21041
29668,21040
13565,21039
13594,21038
24543,21037
22266,21035
21221,21032
16848,21031
15194,21029
5620,21028
10201,21027
18832,21023
3971,21022
7087,21021
9022,21020
19723,21019
26779,21016
18803,21009
13566,21005
16810,21003
16778,21001
408,21000
22527,20997
26812,20995
23467,20994
12216,20992
1163,20991
197,20986
19322,20984
28006,20983
14733,20981
10960,20980
6624,20979
8167,20977
23557,20976
1814,20975
7274,20972
10313,20971
732,20970
10639,20967
12683,20966
23730,20965
14240,20962
1021,20960
24755,20959
3320,20958
13559,20956
7363,20955
4982,20952
29049,20949
3906,20948
19575,20947
2720,20944
26677,20942
26119,20941
27479,20940
2813,20939
20772,20938
18630,20937
29920,20934
17652,20933
9345,20931
2762,20929
6210,20928
7796,20926
18080,20925
7777,20924
2970,20916
18289,20915
7979,20914
28078,20912
19698,20910
18479,20907
24764,20906
694,20905
3580,20904
16783,20899
1811,20897
15974,20896
6741,20894
20211,20893
3773,20888
3301,20887
9872,20886
20887,20884
20645,20878
19428,20877
15309,20876
23111,20874
10818,20870
29466,20868
14001,20865
8148,20863
13397,20861
14767,20859
1027,20858
10598,20856
13007,20855
11779,20853
14351,20850
892,20848
19129,20846
10124,20839
24685,20837
19751,20835
5880,20834
3597,20833
212,20832
8628,20831
20849,20827
20768,20826
8499,20823
8521,20822
16906,20815
19855,20812
7120,20810
24695,20809
11160,20804
17740,20803
28205,20802
11205,20801
23773,20796
27689,20792
28638,20790
29803,20787
27078,20786
27876,20781
29509,20780
2070,20778
6487,20776
4691,20775
10152,20772
15934,20771
25409,20763
26247,20762
5973,20760
18215,20759
5588,20758
8497,20756
27925,20755
20554,20753
29578,20752
12955,20750
2988,20748
5492,20746
24335,20745
16241,20742
16842,20741
3023,20739
4452,20738
24019,20737
5318,20736
18921,20734
454,20732
19093,20731
16232,20729
3272,20727
10468,20726
10413,20725
1082,20723
11008,20720
21756,20719
10972,20717
12540,20715
26474,20714
4249,20713
22670,20712
5686,20709
16019,20707
26472,20706
26136,20705
22698,20701
3213,20700
2554,20699
18730,20698
1230,20697
8666,20694
25642,20693
20353,20691
22627,20688
19886,20687
14561,20683
21147,20681
17778,20679
861,20678
26765,20676
6303,20675
18237,20674
20172,20673
2677,20672
29011,20671
14930,20670
354,20666
22258,20665
6172,20664
7655,20663
26069,20661
18428,20660
21108,20654
7160,20650
22299,20649
2655,20648
17927,20644
7297,20642
19124,20640
18491,20636
21590,20634
18241,20633
25279,20632
11503,20630
2180,20627
17709,20625
4686,20624
19875,20623
20569,20622
23477,20620
22078,20618
22583,20617
26786,20616
20570,20615
14808,20614
14891,20610
25576,20608
16965,20607
19565,20605
7588,20603
15291,20599
9322,20598
14311,20597
24998,20594
26352,20592
15479,20589
22520,20588
22665,20586
17658,20584
84,20580
27524,20577
24513,20575
10178,20574
23461,20570
18178,20569
11749,20566
3713,20565
25093,20563
27748,20562
14726,20561
7203,20560
18229,20556
19302,20555
20481,20554
9847,20553
11742,20550
4442,20548
4511,20544
19748,20541
7884,20539
20261,20538
1254,20535
25771,20534
16431,20531
18307,20529
7776,20528
20863,20524
14302,20521
7793,20517
21991,20516
22875,20515
24809,20514
27051,20513
11768,20510
11428,20509
28424,20507
27504,20504
16664,20503
9093,20502
9272,20499
17518,20497
12508,20496
12267,20495
20611,20494
