E_i,S_i
13166,15300
13483,15298
5556,15294
4703,15291
12716,15290
12201,15289
8800,15287
11404,15284
19879,15282
15963,15281
9316,15280
10696,15279
12870,15278
19198,15276
10363,15275
4287,15273
4892,15272
12114,15270
2394,15268
7458,15266
11553,15263
2002,15262
6964,15261
15289,15260
17405,15259
1406,15258
17436,15257
1252,15250
990,15249
19826,15248
2793,15241
5640,15236
12216,15234
13782,15232
15080,15231
12137,15228
14383,15227
6232,15226
4317,15223
7374,15222
3339,15220
14394,15218
16365,15217
13453,15216
17065,15213
11432,15212
4375,15211
14117,15208
3488,15206
12884,15205
17473,15204
8359,15199
18138,15196
17282,15194
16257,15193
16014,15191
9031,15188
1262,15186
6839,15181
19897,15179
679,15178
9035,15177
10090,15175
18647,15172
3663,15170
3769,15169
14951,15166
14364,15163
8798,15161
19459,15158
11265,15156
18495,15153
3368,15152
16600,15151
18829,15149
11714,15145
18091,15143
6483,15139
12376,15138
9652,15137
3746,15135
17478,15133
16510,15124
11283,15115
15012,15114
8866,15113
9111,15112
4801,15111
10239,15108
12466,15106
14961,15100
7224,15099
2638,15098
15354,15092
18648,15088
19236,15087
4061,15083
6516,15082
5908,15080
12249,15079
11063,15078
7316,15077
16350,15076
187,15075
11569,15072
5764,15071
10281,15069
8331,15060
2986,15057
3224,15055
12186,15053
2550,15052
4796,15049
15037,15048
3736,15044
2292,15043
13731,15040
14526,15039
13423,15037
4766,15035
6237,15034
139,15033
9398,15032
16281,15031
19329,15030
12926,15029
14944,15028
7187,15022
17613,15021
1809,15019
15430,15017
6337,15016
7569,15015
11315,15014
13294,15012
4906,15009
5827,15006
2647,14999
8970,14995
12055,14994
11637,14990
1684,14989
9727,14986
4565,14985
1395,14984
4153,14982
6482,14978
8895,14977
4965,14974
700,14973
13520,14972
10967,14971
17041,14964
12148,14963
3402,14962
19815,14959
2121,14958
7021,14957
6034,14956
2763,14955
453,14953
19906,14950
19525,14949
11926,14945
15730,14944
216,14943
16235,14942
12622,14939
5912,14936
3201,14935
4965,14933
379,14929
5997,14927
8448,14924
14458,14923
6042,14921
1388,14920
6705,14915
3764,14914
3227,14913
8832,14910
17626,14907
16043,14906
10585,14905
16308,14904
17738,14903
4344,14902
4353,14897
17065,14892
5784,14890
13278,14887
9758,14886
13456,14885
11279,14881
6437,14878
16732,14877
3772,14875
6916,14871
911,14870
849,14869
15302,14867
2544,14866
11139,14865
5323,14864
9633,14863
12300,14862
18139,14861
1342,14858
13152,14857
135,14856
3719,14855
4444,14852
12390,14849
7061,14848
660,14847
10130,14846
15178,14844
10032,14843
14849,14842
11245,14841
4734,14840
5540,14838
15920,14835
768,14834
12205,14833
12125,14832
11123,14829
17963,14828
10407,14825
16611,14823
2780,14822
19479,14821
13586,14820
16918,14815
16501,14814
7798,14811
13838,14810
5194,14808
18734,14805
8930,14804
4660,14803
4122,14802
15816,14800
5254,14798
850,14797
2369,14795
17764,14794
18398,14793
3694,14789
1615,14788
5313,14786
14490,14785
4996,14782
8771,14781
9493,14779
206,14778
15229,14777
3023,14773
959,14771
2843,14769
8200,14767
6429,14766
6700,14763
17591,14760
14178,14758
19380,14756
19271,14755
1202,14754
9617,14752
18729,14751
2025,14750
5981,14749
4704,14747
16522,14746
6169,14745
5278,14743
1652,14740
18178,14739
15672,14737
2873,14736
17494,14735
15728,14734
9856,14732
431,14724
3327,14723
6956,14721
6683,14719
6152,14717
18511,14716
9204,14715
9026,14712
1735,14711
18276,14710
9749,14708
19349,14707
846,14706
6444,14705
5219,14704
920,14703
14979,14698
19980,14697
10087,14696
11704,14695
15054,14693
2962,14688
7788,14687
10863,14686
434,14682
2761,14681
15268,14680
7755,14679
13669,14678
17361,14674
16477,14673
3227,14671
8795,14670
4664,14669
18644,14668
4313,14661
9320,14660
18816,14659
11886,14653
17801,14648
18680,14645
15311,14643
13450,14642
10253,14641
7328,14640
321,14639
4203,14636
9691,14631
3080,14629
17905,14627
3498,14626
15935,14625
13416,14624
9307,14623
2326,14622
15624,14621
1054,14620
7466,14619
19074,14614
10163,14611
3347,14609
10774,14606
14851,14603
14456,14602
8194,14600
10767,14595
17202,14593
10771,14592
528,14591
9416,14589
4987,14587
3872,14586
5817,14585
9527,14583
5388,14582
3352,14580
16141,14577
9162,14574
15714,14573
15257,14572
6239,14571
5846,14569
13502,14567
4680,14564
9841,14561
14007,14560
19941,14557
4633,14556
1948,14552
19259,14551
6994,14550
7757,14549
13140,14546
3107,14541
18451,14539
4503,14538
15642,14537
7946,14533
17941,14529
10923,14527
3003,14524
3950,14523
15594,14520
2610,14511
1192,14510
13480,14507
5383,14506
18091,14504
12701,14501
6088,14500
11350,14499
6010,14496
4058,14494
16707,14493
4193,14492
14629,14490
9134,14488
3558,14485
3799,14484
1052,14481
6459,14476
19259,14475
910,14474
5782,14471
14640,14470
13087,14465
7953,14462
12962,14457
9493,14456
2299,14452
18621,14451
18277,14450
6597,14449
13629,14448
5928,14446
10742,14444
3344,14443
6560,14442
18638,14436
5624,14432
4848,14426
437,14425
4977,14424
8008,14423
16658,14422
5402,14421
15701,14418
13652,14416
1780,14414
19034,14412
13638,14409
1006,14407
2515,14406
9137,14405
5902,14402
5714,14399
4520,14396
8056,14390
4853,14389
3840,14388
6555,14387
7839,14386
11304,14384
3983,14382
13324,14381
5126,14380
2003,14379
721,14376
13427,14374
2297,14373
4025,14371
10491,14370
11137,14367
1158,14366
4953,14365
10278,14364
9865,14362
14453,14361
8397,14360
10084,14359
3505,14358
13109,14355
14397,14354
19014,14352
8946,14349
6078,14348
19289,14347
4162,14344
9608,14343
17714,14342
12163,14340
10938,14339
3574,14338
10814,14337
13720,14336
6171,14331
8631,14327
8590,14326
7533,14324
9437,14312
6834,14309
4034,14308
9502,14307
9747,14305
10988,14300
10611,14299
4489,14297
12718,14295
16764,14294
10296,14287
9833,14284
5593,14280
1238,14278
18531,14276
19736,14275
3398,14274
7280,14273
5640,14271
15443,14270
18892,14266
3618,14264
7376,14261
8349,14260
9222,14254
1488,14249
16437,14248
251,14244
14934,14240
9309,14239
4441,14238
3122,14229
47,14228
7935,14224
9724,14221
18612,14220
6927,14219
3534,14216
6434,14214
2318,14212
2873,14208
5168,14205
5640,14203
3866,14201
11228,14200
2317,14198
11438,14196
12979,14192
16052,14191
10237,14190
7022,14189
18627,14187
6560,14184
8396,14183
7036,14179
16495,14178
9403,14174
18834,14170
16893,14169
666,14168
13040,14165
9978,14163
3151,14160
7536,14159
18218,14158
15737,14157
18829,14156
15093,14155
6437,14151
9831,14149
16176,14148
14496,14146
15190,14145
4581,14144
12188,14141
17718,14140
15074,14139
2460,14138
2492,14137
16161,14135
836,14129
15629,14127
5200,14118
8690,14117
12050,14116
12780,14110
9948,14107
2283,14103
3399,14102
789,14100
4152,14099
2350,14098
12577,14097
3451,14095
6022,14094
11884,14093
15768,14092
11624,14090
8374,14088
10361,14087
11152,14086
12577,14085
11837,14084
10386,14083
17641,14082
7559,14080
16597,14076
5485,14075
13134,14073
867,14072
11940,14069
12330,14068
8834,14066
218,14064
14211,14061
15792,14055
6247,14054
16314,14052
5029,14050
17042,14049
16335,14048
14007,14047
2162,14046
989,14045
16913,14041
2179,14040
15166,14036
6608,14034
9815,14032
12741,14029
18193,14028
10296,14027
2343,14026
14255,14020
11242,14019
3949,14018
348,14016
3683,14015
9670,14012
9479,14011
6041,14010
1860,14008
13306,14007
15318,14002
14544,13999
1237,13997
17351,13996
17044,13995
12931,13994
4887,13988
39,13985
12602,13982
13820,13980
10407,13979
7763,13975
13546,13973
9320,13972
16832,13971
6883,13970
9115,13969
5783,13967
8648,13964
6663,13963
18765,13962
12387,13961
14824,13960
11871,13958
12831,13956
11982,13953
9224,13948
14701,13947
17159,13944
6469,13943
11130,13942
10478,13941
16204,13936
744,13931
13598,13930
1585,13929
16632,13928
6927,13926
428,13923
6927,13922
19039,13921
549,13917
6125,13916
1829,13912
1924,13911
19639,13904
10847,13900
11687,13897
14408,13895
156,13893
7940,13892
1614,13891
1928,13889
718,13887
19486,13885
1999,13882
6952,13881
15671,13880
12039,13879
7661,13878
17280,13876
1495,13875
2105,13873
6746,13871
15715,13870
1928,13866
10344,13864
10455,13863
3578,13861
3815,13860
3191,13856
8155,13853
2575,13850
6543,13849
2592,13848
1516,13847
8651,13846
381,13845
18329,13843
4483,13841
14233,13839
16975,13838
1220,13837
16843,13836
2648,13835
18371,13834
13224,13833
5829,13832
13400,13830
8337,13829
7304,13827
11309,13826
13365,13825
2001,13823
4675,13821
2674,13818
10206,13816
17995,13813
19294,13812
12722,13811
4078,13810
5147,13809
19085,13808
16774,13806
12830,13803
14061,13802
14773,13801
16484,13798
10023,13797
6803,13796
18732,13795
2733,13794
6840,13793
17447,13788
9786,13787
2563,13786
8746,13785
19485,13782
16048,13781
10054,13780
1819,13779
3479,13778
6469,13777
13199,13775
3542,13772
6043,13771
10055,13770
3103,13769
7814,13766
4476,13764
4493,13762
10691,13761
16494,13759
11511,13755
19521,13754
14630,13753
3748,13752
7065,13747
10042,13746
15242,13745
10520,13743
15726,13741
966,13740
4440,13738
10613,13734
18394,13733
840,13730
1430,13729
11829,13727
2499,13726
15159,13725
6138,13724
8404,13723
1599,13722
12856,13721
9822,13720
11078,13719
12262,13717
7744,13713
14913,13711
9441,13710
7283,13709
597,13707
16493,13706
12604,13705
1439,13702
3232,13698
18598,13697
8485,13696
1909,13695
14466,13693
9765,13692
9662,13691
12809,13688
10405,13687
19977,13686
13626,13685
3573,13684
10962,13682
6152,13680
19689,13679
6766,13676
8106,13671
15445,13670
8728,13668
15662,13667
15302,13664
17138,13663
10637,13661
14959,13660
12364,13658
4542,13656
12506,13654
5911,13651
12624,13650
11799,13646
5451,13644
12876,13643
9051,13642
1745,13637
17044,13636
5110,13634
8788,13633
1961,13632
7522,13631
19052,13630
12250,13628
40,13626
12532,13622
13471,13620
17690,13616
11451,13612
5964,13610
2829,13609
2885,13607
19952,13606
5971,13602
19019,13601
7518,13600
19133,13599
16407,13598
7675,13597
14921,13591
13763,13589
9838,13583
13866,13580
14468,13578
8444,13577
17847,13575
19309,13573
1448,13571
17361,13570
8335,13569
13111,13568
11159,13567
14422,13565
15065,13564
16105,13563
7722,13562
16046,13561
19764,13560
14459,13558
8130,13557
6623,13553
183,13550
9920,13549
18028,13546
7289,13543
7584,13542
10872,13541
1165,13539
8594,13537
2576,13536
5810,13535
6465,13534
2494,13533
7065,13527
12586,13526
5640,13524
3324,13523
12598,13522
10931,13520
13880,13517
4818,13516
2488,13513
15286,13509
11235,13507
19598,13504
7374,13503
4100,13502
11952,13499
1396,13498
17524,13496
8727,13495
7745,13494
13493,13491
16563,13490
8025,13487
12253,13486
9197,13483
13007,13478
13814,13476
7474,13475
1823,13474
17730,13469
18659,13466
10036,13465
14249,13464
5181,13463
16696,13461
18239,13457
17977,13453
7331,13452
7125,13450
2933,13448
3513,13446
2899,13445
13284,13443
7542,13442
17244,13440
5315,13439
13263,13438
19745,13436
19997,13435
17323,13434
18546,13432
219,13431
12519,13430
7367,13429
12051,13428
5389,13425
12620,13424
7031,13422
16188,13421
13245,13420
8679,13418
14775,13417
6568,13414
5529,13412
10190,13411
16929,13409
19610,13408
13077,13405
8421,13400
4205,13399
18197,13398
6610,13396
10243,13390
13296,13389
8565,13387
2665,13385
17083,13378
2107,13372
8794,13371
526,13370
12100,13369
15635,13368
15274,13358
8875,13355
7550,13351
874,13346
5824,13344
13367,13343
4208,13342
6703,13341
1853,13336
7670,13334
469,13332
14969,13331
17513,13330
9425,13329
10613,13327
7633,13326
9424,13324
18202,13323
3763,13322
2380,13317
4597,13316
2703,13315
10515,13314
11306,13312
4987,13310
9039,13309
13465,13308
6874,13307
14929,13306
16655,13304
8307,13303
8738,13300
13493,13299
1992,13298
11324,13297
1337,13296
6835,13295
15535,13294
11997,13293
5694,13290
1288,13288
6092,13285
7787,13284
5648,13282
12496,13280
4010,13279
4044,13278
4754,13277
15629,13275
12474,13274
12678,13273
6488,13271
147,13270
11706,13269
19784,13265
10931,13264
3272,13261
18346,13259
9094,13258
17576,13256
6461,13255
2914,13248
19618,13247
1959,13236
16932,13232
16668,13230
7204,13229
13912,13228
14621,13226
4393,13225
11685,13224
5948,13222
6839,13221
17531,13218
2662,13217
754,13215
2325,13212
6367,13207
9724,13204
6850,13203
18750,13202
1448,13201
7231,13200
4505,13196
12351,13195
11746,13194
9762,13193
19364,13192
13849,13184
6907,13183
18961,13182
15550,13179
8514,13178
8762,13177
12367,13176
18370,13174
7759,13173
1558,13172
6914,13167
9272,13166
8157,13163
11479,13160
3836,13159
7525,13150
7722,13149
5790,13148
7906,13147
16288,13146
18338,13145
9631,13144
4703,13141
14455,13137
7671,13134
10386,13133
3986,13132
9873,13131
12342,13130
5332,13128
3817,13126
8942,13124
6395,13118
14595,13117
16548,13116
4440,13114
14306,13112
13280,13110
7718,13109
12092,13108
14343,13107
14268,13106
4664,13104
16790,13103
19907,13101
3009,13100
17996,13099
8613,13098
1396,13095
3581,13093
7206,13092
4405,13088
14841,13087
17956,13085
19343,13083
3245,13082
15349,13081
5108,13079
6483,13078
9875,13077
2776,13068
3746,13065
564,13064
10100,13062
7799,13061
8099,13058
17336,13056
15467,13054
15107,13053
4803,13052
10565,13050
17228,13047
9314,13044
10655,13042
4596,13039
7406,13037
13563,13035
19682,13031
3831,13030
10511,13026
19863,13025
17006,13021
11807,13020
8003,13016
11694,13015
19446,13014
19772,13012
17567,13011
18607,13010
18918,13009
6805,13008
17668,13006
5832,13004
19217,13003
11578,12999
3075,12998
592,12992
9455,12991
16002,12988
8080,12987
7773,12986
5064,12985
610,12983
12870,12982
14752,12981
16462,12976
10625,12975
17977,12970
8634,12969
10736,12968
16866,12967
504,12961
19675,12960
1452,12958
9485,12956
10253,12955
4401,12954
7616,12953
13132,12952
13073,12950
13353,12949
3868,12947
16143,12945
18477,12944
855,12941
12445,12940
12789,12938
2558,12936
3432,12935
2127,12933
7424,12932
1628,12931
19980,12930
3273,12929
15874,12922
469,12920
293,12918
13365,12917
11254,12916
14764,12914
13277,12911
461,12909
5530,12908
10176,12907
19529,12904
5507,12903
11918,12901
10363,12900
1894,12899
6155,12896
1796,12895
4072,12894
13460,12887
9992,12883
14370,12882
7267,12879
18084,12877
4648,12875
11975,12874
15660,12873
15667,12872
9117,12870
19771,12865
19156,12864
8439,12863
15081,12862
3219,12860
9404,12858
16056,12857
19183,12854
2969,12849
9249,12848
11672,12842
2020,12841
19166,12839
11187,12833
15822,12831
3362,12830
16299,12827
13896,12825
10293,12821
9752,12820
15249,12819
3025,12812
1457,12811
5396,12807
816,12806
10445,12802
17035,12801
11446,12800
8992,12798
10583,12797
9696,12796
18021,12794
17239,12793
6285,12792
12105,12790
10746,12789
9874,12787
5950,12784
10610,12783
15393,12781
586,12780
1710,12779
5152,12778
8688,12777
2222,12775
14803,12771
3891,12770
13684,12767
5787,12765
18121,12764
13217,12763
12350,12762
1858,12760
8158,12754
16486,12749
999,12748
10206,12747
4464,12746
15931,12743
12592,12741
564,12738
4557,12736
17152,12735
11447,12734
19686,12732
10783,12731
7637,12730
8696,12728
15564,12726
19992,12724
11100,12722
11957,12721
11618,12720
2565,12719
1184,12718
17749,12716
6368,12715
11410,12710
19728,12708
5218,12704
11281,12703
18230,12702
3557,12699
288,12696
14167,12695
7657,12692
17148,12690
14229,12688
6149,12686
4242,12685
42,12684
1967,12683
17895,12682
18382,12681
4708,12679
17956,12677
1403,12675
13752,12674
19673,12673
7012,12669
4891,12668
9092,12667
7746,12666
10283,12662
5163,12661
8060,12660
16048,12659
4031,12658
348,12657
17120,12656
1239,12651
11597,12649
4272,12647
12289,12646
6175,12644
18609,12640
16581,12635
12338,12634
19342,12631
8261,12630
369,12627
19914,12623
8192,12621
4732,12620
11522,12619
14429,12618
15624,12617
7898,12616
9422,12613
15135,12612
12335,12611
1350,12610
3827,12608
17095,12606
14536,12605
14695,12603
19470,12602
18067,12597
12881,12594
11893,12593
14523,12592
18952,12591
19982,12590
13292,12589
6865,12587
13371,12586
13875,12585
2835,12584
19278,12583
6210,12582
5196,12581
16193,12580
4105,12577
2379,12575
721,12566
13793,12562
9022,12559
7959,12556
11977,12553
18122,12552
6211,12549
11967,12547
10539,12546
8957,12545
4649,12544
3254,12541
14584,12540
738,12539
15133,12537
16850,12536
9835,12533
17292,12531
6877,12523
2042,12516
14772,12515
8239,12513
13486,12509
1720,12508
8814,12507
10270,12506
14422,12502
17713,12501
7383,12499
13661,12498
14970,12496
14122,12494
3096,12492
9366,12491
15037,12490
8566,12486
9080,12483
18071,12482
3411,12481
9966,12479
16834,12476
8993,12472
11899,12469
8143,12468
17516,12467
10601,12466
8535,12464
14896,12463
8344,12462
11888,12461
3474,12459
5207,12458
13025,12455
18589,12451
11482,12450
17015,12449
4114,12445
14575,12443
15516,12442
10816,12441
18287,12440
3268,12439
18228,12438
2936,12435
11236,12433
19533,12431
1788,12427
3451,12423
9789,12422
8162,12419
7803,12418
1150,12414
19950,12413
15597,12411
11943,12410
1929,12407
18248,12404
19234,12400
10332,12396
11098,12395
13892,12392
12953,12391
18694,12390
9150,12389
13921,12388
2026,12387
1356,12385
19000,12384
14663,12383
8238,12381
17825,12380
10764,12378
13615,12375
1604,12374
3345,12373
9242,12372
19045,12370
17940,12367
17965,12365
10373,12363
10274,12361
4750,12359
18811,12358
19347,12356
4923,12352
11713,12349
19638,12348
9922,12347
4534,12345
2279,12344
6484,12341
14483,12339
14052,12338
14781,12337
9469,12336
16266,12335
3946,12334
9315,12333
3314,12332
6947,12329
1411,12328
18671,12327
17692,12324
4431,12322
10919,12317
17196,12314
14238,12313
893,12312
9051,12311
15191,12309
14653,12306
17984,12305
2129,12304
7370,12302
844,12301
12147,12299
15342,12296
10567,12293
15452,12292
7263,12291
13967,12290
6263,12287
19553,12286
13329,12285
9568,12282
15432,12281
13367,12280
1505,12279
6505,12276
15177,12274
7720,12273
12412,12271
9506,12269
853,12264
12556,12261
17651,12258
9681,12257
19889,12256
11567,12255
18601,12248
7817,12243
2140,12242
16888,12241
10774,12238
19999,12237
13993,12234
8839,12233
982,12232
19036,12228
17442,12224
14874,12221
4538,12218
2187,12217
15292,12216
6468,12215
18431,12214
8691,12213
6289,12211
14136,12208
17070,12207
8616,12205
19302,12202
4436,12201
6649,12200
5941,12197
13889,12195
14187,12192
6094,12188
16239,12186
6608,12185
205,12183
5952,12181
16404,12179
2832,12178
7287,12174
3680,12172
15235,12171
16211,12170
298,12169
8329,12167
13331,12166
5660,12165
18148,12164
12888,12162
9684,12160
11030,12158
13694,12157
1990,12156
9921,12154
7761,12152
18848,12148
5002,12147
13251,12145
4196,12142
19865,12141
17312,12140
10545,12139
14435,12138
3449,12137
8315,12133
14314,12131
11388,12130
872,12127
5646,12126
429,12125
6946,12122
682,12120
10118,12119
16412,12118
2335,12116
15568,12110
1104,12109
1087,12106
12375,12105
19493,12104
19512,12103
11509,12102
7258,12101
3075,12098
4781,12094
18249,12093
17855,12092
14337,12086
10870,12085
9222,12084
4735,12082
1859,12079
2890,12076
520,12075
9712,12071
4850,12067
9697,12066
2334,12063
19038,12061
15208,12059
14868,12058
16914,12057
11489,12056
14548,12055
2438,12054
5628,12053
14510,12052
11497,12051
13915,12050
13851,12049
11162,12048
3535,12047
15775,12046
1985,12043
2373,12042
11343,12037
11990,12034
3855,12031
19771,12030
8325,12029
13477,12028
5482,12027
19865,12025
12706,12024
8204,12023
156,12022
10770,12021
15764,12019
11988,12016
2285,12015
10069,12013
10704,12009
2198,12008
13556,12007
4431,12006
8518,12004
5633,12003
844,11999
5233,11993
33,11992
7549,11988
11074,11985
10919,11981
7038,11980
18484,11979
1493,11974
13297,11972
13030,11971
19351,11966
4677,11965
18683,11964
2013,11963
1229,11962
11586,11958
1082,11957
5258,11956
747,11954
949,11953
7485,11951
12889,11949
17316,11948
13321,11947
13819,11943
12089,11942
18868,11941
9795,11939
9946,11938
5236,11937
12884,11936
12691,11934
5794,11930
147,11929
12307,11928
1955,11922
1894,11921
15165,11920
13839,11919
4957,11917
17661,11916
6735,11915
1303,11912
9788,11909
12212,11905
18028,11904
8515,11901
15188,11900
18188,11897
9733,11896
6971,11894
2297,11892
11352,11889
8920,11886
7652,11879
1949,11877
13623,11874
18304,11871
7294,11870
9605,11869
19350,11868
7278,11867
1294,11866
19764,11864
15868,11862
12202,11859
1972,11856
10579,11855
8068,11854
588,11853
9137,11851
5915,11850
4335,11848
6198,11845
4992,11842
14616,11839
18193,11838
2908,11836
19252,11835
12413,11834
16075,11832
3199,11830
4269,11828
19915,11827
409,11822
14690,11820
8569,11816
8191,11815
4788,11814
18984,11813
7701,11812
10530,11810
17981,11808
5148,11807
16615,11806
3225,11804
16391,11801
12759,11798
13606,11795
15734,11794
13111,11792
2367,11790
14469,11789
7855,11788
6540,11787
11706,11784
4533,11783
18001,11780
1113,11778
4501,11777
14679,11775
9171,11773
12294,11772
12906,11771
15133,11769
12405,11768
3217,11763
6122,11760
1460,11759
17206,11758
19172,11757
17382,11756
14927,11755
801,11752
9351,11749
16249,11748
1276,11745
6427,11744
4233,11743
8680,11742
9765,11740
4903,11739
4822,11738
14486,11736
19635,11735
18082,11731
18663,11730
17264,11729
14576,11728
851,11726
16846,11725
13968,11724
15177,11722
10061,11720
3773,11718
13221,11713
17289,11711
5361,11710
4960,11706
6868,11705
17553,11704
18321,11703
8756,11702
1660,11700
5759,11699
17695,11698
1039,11697
7830,11696
19654,11695
18345,11694
4971,11693
5267,11692
19031,11691
19133,11687
9573,11686
19912,11685
19624,11681
5157,11678
649,11676
16472,11675
4494,11674
762,11673
11860,11669
1381,11666
7681,11664
3883,11663
11946,11662
5272,11661
3428,11658
18452,11656
5934,11655
19696,11653
13157,11651
14799,11650
14499,11649
19414,11648
6573,11647
1816,11645
19418,11643
4958,11642
16866,11641
3406,11640
14764,11639
3816,11637
3996,11633
1002,11631
3520,11628
366,11627
16046,11626
797,11625
2534,11623
3204,11620
9371,11618
11304,11615
5600,11613
8594,11611
3810,11610
15036,11608
17282,11607
11309,11606
18534,11601
13940,11596
11877,11595
6844,11594
5290,11591
7507,11590
14343,11588
3394,11587
2624,11585
1630,11583
288,11581
6145,11580
13030,11579
4010,11577
17172,11575
10924,11574
7385,11572
14181,11571
3742,11569
11565,11561
19579,11559
1389,11555
14953,11551
11350,11548
6986,11546
6391,11544
14426,11542
15670,11541
857,11540
2148,11539
10114,11537
6249,11535
6707,11532
4029,11529
7307,11528
16113,11527
2114,11526
15373,11525
17878,11522
16365,11521
7623,11518
4329,11517
12180,11516
6645,11515
15968,11512
10127,11508
8912,11506
6021,11504
12444,11501
15977,11500
16653,11499
7689,11495
11723,11494
9206,11492
8454,11491
5157,11490
10073,11489
17089,11486
4079,11484
3515,11482
11996,11479
5031,11478
16906,11476
5564,11475
11481,11467
6253,11465
2414,11463
16433,11462
11610,11459
19864,11455
7969,11453
12092,11452
10320,11450
5706,11448
2701,11446
16001,11444
1753,11443
9600,11441
11099,11440
17647,11436
4528,11431
19756,11429
7857,11428
17448,11427
9447,11424
13229,11423
14449,11421
12725,11420
3449,11415
3528,11414
4152,11411
7446,11406
16499,11404
12222,11400
18870,11395
19455,11394
11399,11393
3281,11392
9856,11390
9975,11389
7544,11388
13234,11385
18203,11380
19791,11379
13724,11376
6983,11375
16811,11370
12655,11369
3600,11360
4280,11358
16641,11354
8448,11351
13091,11350
15477,11349
19598,11348
11904,11346
15897,11345
9908,11344
4808,11343
18684,11342
3446,11341
14885,11340
1817,11336
13891,11335
3946,11334
10234,11331
13764,11330
5655,11328
6334,11323
15432,11321
6334,11320
7477,11319
2757,11315
13466,11313
10137,11307
19528,11306
14667,11305
6693,11304
15995,11302
16076,11300
17047,11299
636,11298
12440,11297
1794,11296
1434,11295
1138,11293
3539,11291
5856,11289
15666,11288
15103,11287
8157,11286
8432,11285
2256,11283
5777,11280
2060,11279
2742,11278
17863,11277
2460,11276
5612,11274
19220,11273
18318,11272
5281,11270
16138,11268
17906,11265
12201,11261
18685,11259
17985,11257
584,11251
4744,11250
15923,11248
6828,11247
869,11246
19038,11245
5219,11244
5107,11243
18833,11242
2064,11241
5637,11240
7055,11239
6866,11238
648,11237
4100,11234
3016,11233
8974,11232
13325,11231
453,11227
18566,11226
1437,11218
15776,11213
16857,11212
15029,11210
16228,11208
2966,11207
4649,11205
13711,11204
19644,11202
10867,11201
2262,11198
19786,11195
4667,11194
7754,11193
18348,11187
19693,11185
10688,11183
19094,11181
11842,11180
3533,11173
4845,11171
13752,11170
4042,11169
16630,11165
1339,11163
14826,11158
16238,11157
19042,11155
18065,11154
11852,11153
17654,11152
436,11150
11449,11149
14635,11148
7714,11146
15894,11143
12531,11138
12921,11137
5463,11136
9015,11131
12613,11130
10278,11129
2394,11127
3453,11126
18491,11124
10055,11123
9792,11121
6950,11120
2178,11117
10381,11116
9553,11115
15740,11114
11454,11113
11856,11112
19294,11110
14072,11109
133,11107
17596,11106
18524,11105
8049,11101
408,11095
17324,11094
1400,11091
2191,11089
11252,11087
3086,11086
19972,11083
7912,11082
7948,11075
6770,11074
6395,11070
3720,11069
3337,11068
5435,11067
18782,11065
16453,11064
17755,11063
9447,11061
7127,11060
10848,11058
2500,11057
5126,11054
7278,11053
3874,11051
16492,11050
13241,11047
7377,11046
19004,11045
5117,11044
6334,11041
6967,11037
14873,11035
3763,11034
11003,11033
7426,11031
9143,11030
7849,11029
18916,11026
17185,11025
17113,11024
16836,11020
14997,11018
18062,11015
16347,11014
10578,11013
11124,11006
7567,11005
14911,11001
15789,11000
18952,10999
675,10998
14345,10995
7900,10993
11818,10992
3063,10991
12170,10986
1693,10985
612,10984
6364,10983
13330,10979
2117,10973
18802,10972
9215,10971
6240,10970
2770,10967
14156,10966
11548,10965
1969,10964
6075,10963
6318,10962
16120,10961
19509,10959
14848,10957
10677,10955
7872,10953
13237,10950
3570,10949
14619,10948
12032,10947
4697,10944
15421,10942
16310,10941
16942,10940
13536,10936
344,10934
12186,10929
16184,10928
6926,10922
2897,10917
18055,10916
14872,10912
12048,10908
8690,10906
9472,10905
6383,10898
4726,10897
15133,10896
1332,10895
12854,10894
17239,10892
13242,10889
649,10888
2438,10886
619,10884
6402,10881
6234,10880
7688,10878
8713,10876
2571,10875
8217,10873
3345,10871
5352,10867
19763,10866
5530,10862
19216,10861
10240,10860
2233,10859
12371,10858
10854,10854
859,10852
4638,10851
11348,10849
12405,10848
11213,10846
6708,10844
12293,10843
4532,10842
12845,10841
4122,10838
15575,10836
9907,10835
14136,10834
8,10833
8012,10832
4831,10830
877,10829
10070,10828
9381,10827
11374,10826
4540,10823
6003,10822
2347,10818
12434,10817
3226,10815
13192,10814
16325,10812
11763,10808
10765,10806
16481,10805
4341,10804
10518,10802
3822,10799
1485,10795
10922,10794
2707,10793
7097,10792
9451,10789
10078,10788
14508,10787
16959,10786
6849,10784
5500,10782
8218,10781
2951,10779
3567,10778
18231,10776
3041,10775
9511,10774
13149,10773
17452,10772
1961,10771
10382,10768
16382,10763
9774,10762
9453,10760
3431,10759
18061,10756
13295,10755
3005,10754
15056,10746
11499,10745
16328,10737
14365,10735
654,10733
12116,10731
3830,10729
10809,10728
6247,10727
9812,10723
17288,10721
5197,10720
7285,10719
8596,10718
12807,10715
6775,10714
1047,10713
8693,10711
5620,10709
1395,10707
11830,10706
7577,10705
13706,10704
15818,10702
5906,10700
14964,10699
16112,10695
4043,10694
18389,10693
771,10692
2518,10690
13831,10689
17301,10688
8099,10686
11893,10685
15504,10684
19314,10683
19762,10682
1773,10681
1873,10680
856,10679
165,10677
8018,10676
17373,10675
6245,10674
4280,10673
10196,10672
9546,10670
11151,10667
19706,10662
12268,10656
3529,10655
17446,10652
16471,10651
14318,10650
19540,10648
